date,total_deaths,icu_patients,hosp_patients,stringency_index,reproduction_rate,total_tests,positive_rate
2021-08-20,628037,23393,90095,56.02,1.17,517017558,0.107
2021-08-21,628550,23643,90316,56.02,1.17,518146895,0.109
2021-08-22,628725,24073,92137,56.02,1.16,518954418,0.108
2021-08-23,629637,24548,94582,56.02,1.15,520188905,0.111
2021-08-24,631009,25045,95884,56.02,1.12,521906143,0.11
2021-08-25,632474,25058,95944,56.02,1.11,523761478,0.109
2021-08-26,633770,25234,96217,56.02,1.11,525615497,0.108
2021-08-27,636856,25324,95909,56.02,1.11,527398127,0.105
2021-08-28,637395,25412,94930,56.02,1.11,528729635,0.102
2021-08-29,637683,25768,95984,56.02,1.12,529640177,0.102
2021-08-30,638857,25907,97007,57.87,1.12,530959855,0.104
2021-08-31,640189,25893,97670,57.87,1.08,532598612,0.105
2021-09-01,642162,25962,97888,57.87,1.07,534136282,0.113
2021-09-02,643750,26013,97723,57.87,1.04,535368142,0.119
2021-09-03,647579,25971,96772,57.87,1.02,536332284,0.128
2021-09-04,648106,25619,94958,57.87,1.02,536925419,0.14
2021-09-05,648468,25631,95111,57.87,1.02,NA,NA
2021-09-06,648998,25835,95823,57.87,1.02,NA,NA
2021-09-07,650511,26006,96540,NA,1.08,NA,NA
2021-09-08,652657,25854,95530,NA,1.09,NA,NA
2021-09-09,654583,25852,95525,NA,NA,NA,NA
2021-09-10,658992,NA,NA,NA,NA,NA,NA
